,result
3128,0
3127,0
3126,1
3125,1
3124,0
3123,0
3122,1
3121,0
3120,1
3119,1
3118,0
3117,0
3116,1
3115,1
3114,0
3113,0
3112,1
3111,1
3110,0
3109,1
3108,0
3107,0
3106,1
3105,1
3104,0
3103,1
3102,1
3101,0
3100,1
3099,1
3097,0
3096,1
3095,0
3094,1
3093,1
3092,1
3091,1
3090,1
3089,1
3088,0
3087,1
3086,0
3085,0
3084,1
3083,0
3082,1
3081,0
3080,1
3079,1
3078,1
3077,1
3076,1
3075,0
3074,0
3073,0
3072,1
3071,1
3070,1
3069,0
3068,0
3067,0
3066,1
3065,0
3064,0
3063,0
3061,1
3060,1
3059,0
3058,1
3057,0
3056,1
3055,1
3054,1
3053,1
3052,1
3051,1
3050,0
3049,1
3048,1
3047,1
3046,1
3045,1
3044,0
3043,0
3042,0
3041,0
3040,0
3039,0
3038,1
3037,1
3036,0
3035,0
3034,1
3033,1
3032,0
3031,0
3030,0
3029,1
3028,0
3026,1
3025,1
3024,1
3023,0
3022,0
3021,1
3020,0
3019,0
3018,1
3017,0
3016,0
3015,0
3014,1
3013,0
3012,1
3011,1
3010,1
3009,0
3008,1
3007,1
3006,0
3005,1
3004,1
3003,1
3002,1
3001,1
2999,1
2998,1
2997,1
2996,1
2995,0
2994,0
2993,1
2992,1
2991,1
2990,0
2989,0
2988,1
2987,1
2986,1
2985,0
2984,0
2983,0
2982,1
2981,0
2980,0
2979,1
2978,0
2977,0
2976,0
2975,0
2974,1
2973,1
2972,1
2971,0
2970,0
2969,0
2968,0
2967,0
2966,1
2965,1
2964,1
2963,1
2962,1
2961,1
2960,1
2959,1
2958,0
2957,1
2956,0
2955,1
2954,0
2953,1
2952,0
2951,0
2950,0
2949,0
2948,1
2947,1
2946,0
2945,0
2944,1
2943,0
2942,0
2941,0
2940,0
2939,1
2938,1
2937,1
2936,0
2935,1
2934,1
2933,0
2932,1
2931,0
2930,1
2929,1
2928,1
2927,0
2926,1
2925,1
2924,0
2923,0
2922,1
2921,0
2920,1
2919,0
2918,1
2917,1
2916,1
2915,0
2914,1
2913,0
2912,0
2911,0
2910,1
2909,0
2907,0
2906,1
2905,0
2904,1
2903,0
2902,1
2901,1
2900,1
2899,0
2898,1
2897,1
2896,0
2895,1
2894,0
2893,1
2892,1
2891,1
2890,0
2889,0
2888,0
2887,1
2886,0
2885,1
2884,0
2883,1
2882,0
2881,1
2880,0
2879,1
2878,1
2877,1
2876,0
2875,1
2874,1
2873,0
2872,1
2871,1
2870,0
2869,1
2868,1
2867,0
2866,0
2865,1
2864,1
2863,0
2862,1
2861,1
2860,0
2859,0
2858,1
2857,0
2856,0
2855,0
2854,0
2853,0
2852,0
2851,1
2850,1
2849,0
2848,1
2847,1
2846,0
2845,1
2844,1
2843,0
2842,0
2841,1
2840,1
2839,1
2838,1
2837,0
2836,1
2835,0
2834,1
2833,1
2832,0
2831,1
2830,1
2829,1
2828,1
2827,1
2826,1
2825,1
2824,1
2823,0
2822,1
2821,0
2820,1
2819,1
2818,1
2817,0
2816,0
2815,1
2814,1
2813,1
2812,1
2811,1
2810,0
2809,0
2808,0
2807,0
2806,1
2805,1
2804,0
2803,1
2802,1
2801,1
2800,1
2799,1
2798,1
2797,1
2796,0
2795,1
2794,1
2793,0
2792,0
2791,1
2790,1
2789,1
2788,1
2787,1
2786,1
2785,0
2784,1
2783,0
2782,1
2781,1
2780,1
2779,0
2778,1
2777,0
2776,0
2775,1
2774,1
2773,0
2772,0
2771,1
2770,1
2769,1
2768,1
2767,1
2766,0
2765,0
2764,1
2763,0
2762,1
2761,1
2760,1
2759,1
2758,0
2757,1
2756,0
2755,0
2754,1
2752,0
2751,1
2750,1
2749,1
2748,1
2747,1
2746,1
2745,0
2744,0
2743,1
2742,0
2741,1
2740,1
2739,0
2738,0
2737,1
2736,1
2735,1
2734,1
2733,1
2732,1
2731,0
2730,0
2728,0
2727,0
2726,1
2725,1
2724,0
2723,1
2722,1
2721,0
2720,0
2719,0
2718,0
2717,1
2716,1
2715,0
2714,0
2713,0
2712,1
2711,0
2710,0
2709,1
2708,1
2707,0
2706,1
2705,1
2704,0
2703,0
2702,1
2701,1
2700,1
2699,1
2698,1
2697,1
2696,0
2695,1
2694,0
2693,0
2692,0
2691,0
2690,0
2689,0
2688,1
2687,0
2686,1
2685,1
2684,1
2683,1
2682,1
2681,0
2680,1
2679,0
2678,0
2677,0
2676,1
2675,1
2674,1
2673,1
2672,1
2670,1
2669,1
2668,1
2667,0
2666,1
2665,0
2664,0
2663,0
2662,1
2661,1
2660,0
2659,1
2658,1
2657,1
2656,0
2655,0
2654,1
2653,1
2652,0
2651,1
2650,1
2649,1
2648,1
2647,0
2646,0
2645,1
2644,0
2643,1
2642,0
2641,1
2640,0
2638,1
2637,0
2636,0
2635,1
2634,1
2633,0
2632,0
2631,1
2630,0
2629,0
2628,1
2627,1
2626,1
2625,0
2624,1
2623,0
2622,0
2621,1
2620,0
2619,1
2618,1
2617,0
2616,1
2615,1
2614,1
2613,0
2612,0
2611,0
2610,0
2609,1
2608,1
2607,1
2606,1
2605,0
2604,1
2603,0
2602,0
2601,0
2600,0
2599,0
2598,1
2596,1
2595,1
2594,0
2593,1
2592,0
2591,1
2590,0
2589,1
2588,1
2587,0
2586,1
2585,0
2584,1
2583,1
2582,1
2581,1
2580,0
2579,1
2578,0
2577,1
2576,1
2575,0
2574,0
2573,1
2572,1
2571,1
2570,0
2569,0
2568,1
2567,1
2566,1
2565,0
2564,0
2563,1
2562,1
2561,0
2560,0
2559,1
2558,0
2557,1
2556,1
2555,1
2554,1
2553,1
2552,1
2551,0
2550,0
2549,1
2548,0
2547,1
2546,0
2545,0
2544,1
2543,0
2542,1
2541,1
2540,1
2539,0
2538,1
2537,1
2536,1
2535,1
2534,1
2533,0
2532,0
2531,0
2530,1
2529,1
2528,1
2527,1
2526,0
2525,1
2524,0
2523,1
2522,0
2521,0
2520,1
2519,0
2518,1
2517,0
2516,0
2515,1
2514,0
2513,1
2512,0
2511,1
2510,0
2509,1
2508,1
2507,1
2506,0
2505,0
2504,1
2503,1
2502,0
2501,1
2500,0
2499,1
2498,1
2497,1
2496,0
2495,1
2494,1
2493,1
2492,1
2491,1
2490,0
2489,1
2488,1
2487,1
2486,1
2485,1
2484,0
2483,1
2482,1
2481,0
2480,0
2479,1
2478,1
2477,1
2476,1
2475,1
2474,1
2473,1
2472,1
2471,0
2470,1
2468,0
2467,1
2466,0
2465,1
2464,1
2463,1
2462,0
2461,1
2460,0
2459,0
2458,0
2457,0
2456,0
2455,1
2454,1
2453,1
2452,1
2451,0
2450,0
2449,1
2448,1
2446,0
2445,1
2444,1
2443,0
2442,1
2441,0
2440,1
2439,0
2438,1
2437,1
2436,1
2435,1
2434,1
2433,1
2432,0
2431,0
2430,1
2429,0
2428,1
2427,1
2426,0
2425,1
2424,1
2423,0
2422,1
2421,1
2420,0
2419,1
2418,1
2417,0
2416,1
2415,0
2414,1
2413,1
2412,1
2411,1
2410,1
2409,0
2408,0
2407,1
2406,1
2405,1
2404,0
2403,1
2402,1
2401,0
2400,0
2399,1
2398,0
2397,1
2396,1
2394,1
2393,1
2392,0
2391,1
2390,0
2389,1
2388,0
2387,0
2386,0
2385,0
2384,1
2383,1
2382,1
2381,1
2380,1
2379,1
2378,1
2377,0
2376,0
2375,0
2374,1
2373,1
2372,1
2371,1
2370,0
2369,1
2368,0
2367,1
2366,1
2365,1
2364,0
2362,0
2361,0
2360,0
2359,1
2358,1
2357,1
2356,1
2355,0
2354,1
2353,1
2352,1
2351,1
2350,1
2349,1
2348,0
2347,1
2346,0
2345,0
2344,0
2343,0
2342,0
2341,1
2340,1
2339,1
2338,1
2337,1
2336,0
2335,0
2334,1
2333,1
2332,1
2331,0
2330,0
2329,0
2328,1
2327,1
2326,1
2325,1
2324,1
2323,0
2322,1
2320,1
2319,1
2318,1
2317,1
2316,1
2315,0
2314,1
2313,0
2312,0
2311,1
2310,0
2309,1
2308,1
2307,1
2306,1
2305,1
2304,0
2303,1
2302,1
2301,0
2300,0
2299,0
2298,1
2297,1
2295,1
2294,1
2293,0
2292,1
2291,0
2290,1
2289,1
2288,1
2287,0
2286,1
2285,1
2284,1
2283,1
2282,1
2281,0
2280,1
2279,0
2278,1
2277,0
2276,0
2275,1
2274,1
2273,0
2272,0
2271,0
2270,0
2269,1
2268,0
2267,0
2266,1
2265,0
2264,0
2263,0
2262,0
2261,1
2260,1
2259,1
2258,0
2257,1
2256,1
2255,0
2254,0
2253,1
2252,0
2251,1
2250,1
2249,1
2248,1
2247,1
2246,0
2245,1
2244,1
2242,0
2241,1
2240,0
2239,1
2238,1
2237,1
2236,0
2235,1
2234,1
2233,0
2232,1
2231,1
2230,1
2229,0
2228,0
2227,0
2226,0
2225,1
2224,1
2223,1
2222,1
2221,0
2220,1
2219,1
2218,1
2217,1
2216,1
2214,1
2213,0
2212,1
2211,0
2210,1
2209,0
2208,1
2207,0
2206,0
2205,1
2204,0
2203,0
2202,0
2201,1
2200,1
2199,0
2198,1
2197,1
2196,0
2195,0
2194,0
2193,1
2192,1
2191,0
2190,1
2189,1
2188,0
2187,0
2186,0
2185,1
2184,0
2183,1
2182,0
2181,1
2180,1
2179,0
2178,1
2177,0
2176,1
2175,1
2174,1
2173,0
2172,1
2171,1
2170,0
2169,1
2168,0
2167,0
2166,1
2165,0
2164,0
2163,0
2162,1
2161,0
2160,0
2159,1
2158,1
2157,0
2156,1
2155,0
2154,0
2153,0
2152,1
2151,1
2150,0
2149,1
2148,1
2147,0
2146,0
2145,0
2144,1
2143,1
2142,0
2141,0
2140,0
2139,1
2138,1
2136,0
2135,0
2134,0
2133,1
2132,0
2131,0
2130,1
2129,0
2128,0
2127,0
2126,1
2125,1
2124,1
2123,1
2122,0
2121,1
2120,1
2119,1
2118,0
2117,0
2116,0
2115,1
2114,1
2113,0
2112,0
2111,1
2110,1
2108,0
2106,0
2105,1
2104,0
2103,1
2102,0
2101,0
2100,0
2099,1
2098,0
2097,1
2096,1
2095,1
2094,1
2093,0
2092,0
2091,1
2090,1
2089,1
2088,0
2087,1
2086,0
2085,1
2084,1
2083,1
2082,0
2081,1
2080,1
2079,0
2078,0
2077,1
2076,1
2075,0
2074,1
2073,0
2072,1
2071,1
2070,1
2069,0
2068,1
2067,1
2066,0
2065,1
2063,1
2062,0
2061,1
2060,1
2059,0
2058,0
2057,0
2055,1
2054,1
2053,1
2052,1
2051,0
2050,0
2049,1
2048,1
2047,1
2046,1
2045,0
2044,1
2043,1
2042,1
2041,1
2040,1
2039,0
2038,0
2037,1
2036,1
2035,1
2034,0
2033,1
2032,0
2031,0
2030,0
2029,1
2028,1
2027,1
2026,0
2025,0
2024,1
2023,0
2022,1
2021,1
2020,0
2019,1
2018,1
2017,1
2016,0
2015,1
2014,1
2013,1
2012,1
2011,0
2010,0
2009,1
2008,0
2007,1
2006,1
2005,1
2004,1
2003,0
2001,1
2000,1
1999,0
1998,1
1997,0
1996,0
1995,1
1994,0
1993,0
1992,1
1991,1
1990,1
1989,1
1988,0
1987,0
1986,0
1985,1
1984,1
1983,1
1982,0
1981,1
1980,0
1979,1
1978,1
1977,0
1976,0
1975,1
1974,0
1973,1
1972,0
1971,1
1970,1
1969,1
1968,0
1967,1
1966,0
1965,1
1964,1
1963,0
1962,1
1961,1
1960,1
1959,0
1958,1
1957,1
1956,0
1955,0
1954,1
1953,0
1952,0
1951,0
1950,0
1949,0
1948,0
1947,1
1946,1
1945,0
1944,1
1943,0
1942,0
1941,1
1940,0
1939,0
1938,1
1937,0
1936,1
1935,1
1934,1
1933,1
1932,1
1931,1
1930,1
1929,0
1928,0
1927,1
1926,1
1925,0
1924,1
1923,0
1922,1
1921,0
1920,0
1919,1
1918,1
1917,0
1916,1
1915,1
1914,0
1913,0
1912,1
1911,1
1910,0
1909,1
1908,0
1907,1
1906,0
1905,1
1904,1
1903,0
1902,0
1901,1
1900,1
1899,0
1898,1
1897,0
1896,0
1895,0
1894,1
1893,0
1892,0
1891,1
1890,0
1889,1
1888,0
1887,0
1886,0
1885,1
1884,1
1883,1
1882,1
1881,1
1879,0
1878,0
1877,0
1876,1
1875,0
1874,0
1873,1
1872,0
1871,0
1870,1
1869,1
1868,1
1867,1
1866,0
1865,0
1864,0
1863,1
1862,1
1861,1
1860,1
1859,0
1858,0
1857,1
1856,1
1855,0
1854,1
1853,1
1852,1
1851,1
1850,1
1849,0
1848,0
1847,0
1846,1
1845,1
1844,0
1843,1
1842,0
1841,1
1840,1
1839,0
1838,1
1837,0
1836,1
1835,0
1834,1
1833,1
1832,1
1831,0
1830,0
1829,1
1828,1
1827,0
1826,1
1825,1
1824,1
1823,0
1822,1
1821,1
1820,1
1819,1
1818,1
1816,1
1815,0
1814,0
1813,0
1812,1
1811,1
1809,1
1808,0
1807,1
1806,1
1805,0
1804,0
1803,1
1802,0
1801,0
1800,1
1799,0
1798,0
1797,0
1796,1
1795,1
1794,1
1793,1
1792,1
1791,1
1790,1
1789,1
1788,1
1787,1
1786,0
1785,0
1784,0
1783,1
1782,1
1781,0
1780,0
1779,0
1778,0
1777,1
1776,1
1775,0
1774,1
1773,1
1772,0
1771,1
1770,0
1769,0
1768,0
1767,0
1766,1
1765,0
1764,1
1763,1
1762,0
1761,0
1760,0
1759,1
1758,1
1757,1
1756,0
1755,0
1754,1
1753,1
1752,0
1751,0
1750,0
1749,1
1748,0
1747,0
1746,1
1745,1
1744,1
1743,1
1742,0
1741,0
1740,1
1739,0
1738,0
1737,1
1736,0
1735,0
1734,1
1733,0
1732,1
1731,0
1730,1
1729,0
1727,0
1726,0
1725,1
1724,1
1723,1
1722,1
1721,1
1720,1
1719,0
1718,0
1717,0
1716,1
1715,0
1714,1
1713,0
1712,0
1711,1
1710,1
1709,0
1708,0
1707,0
1706,1
1705,1
1704,0
1703,1
1702,1
1701,0
1700,0
1699,1
1698,1
1697,1
1696,0
1695,1
1694,1
1693,1
1692,0
1691,1
1690,0
1689,1
1688,1
1687,1
1686,0
1685,0
1684,1
1682,1
1681,1
1680,0
1678,1
1677,1
1676,1
1675,0
1674,1
1673,0
1672,1
1671,0
1670,1
1669,0
1668,0
1667,0
1666,0
1665,1
1664,1
1663,1
1662,0
1661,0
1660,1
1659,1
1658,1
1657,1
1656,0
1655,0
1654,1
1653,1
1652,0
1651,0
1650,1
1649,1
1648,1
1647,1
1646,0
1645,1
1644,0
1643,1
1642,1
1641,1
1640,1
1639,1
1638,1
1637,1
1636,1
1635,1
1634,1
1633,1
1632,1
1631,1
1630,0
1629,0
1628,1
1627,0
1626,1
1625,1
1624,1
1623,1
1622,0
1621,1
1620,0
1619,1
1618,0
1617,0
1616,1
1615,1
1614,0
1613,1
1612,1
1611,1
1610,0
1609,1
1608,0
1607,0
1606,0
1605,1
1604,0
1603,0
1602,0
1601,0
1600,1
1599,0
1598,0
1597,0
1596,0
1595,1
1594,0
1593,0
1592,1
1591,1
1590,0
1589,1
1588,0
1587,0
1586,1
1585,1
1584,1
1583,1
1582,1
1581,0
1580,1
1579,0
1578,0
1577,0
1576,0
1575,0
1574,1
1573,1
1572,1
1571,0
1570,1
1569,1
1568,1
1567,0
1566,1
1565,1
1564,0
1563,0
1562,0
1561,1
1560,0
1559,1
1558,1
1557,0
1556,0
1555,0
1554,0
1553,1
1552,1
1551,0
1550,0
1549,0
1548,1
1547,1
1546,1
1545,1
1544,1
1543,1
1542,1
1541,0
1540,1
1539,0
1538,0
1537,1
1536,1
1535,1
1534,0
1533,1
1532,1
1531,1
1530,1
1529,1
1528,0
1527,0
1526,0
1525,0
1524,1
1523,0
1522,0
1521,1
1520,1
1519,1
1518,1
1517,0
1516,0
1515,1
1514,1
1513,1
1512,1
1511,0
1510,0
1509,0
1508,0
1507,0
1506,1
1505,1
1504,1
1503,1
1502,0
1501,1
1500,0
1499,0
1498,0
1497,1
1496,1
1495,0
1494,1
1493,0
1491,0
1490,0
1489,0
1488,0
1487,1
1486,0
1485,0
1484,1
1483,1
1482,0
1481,0
1480,0
1479,0
1478,1
1477,0
1476,0
1475,1
1474,0
1473,1
1472,0
1471,0
1470,0
1469,1
1468,0
1467,1
1466,1
1465,1
1464,0
1463,0
1462,0
1461,1
1460,1
1459,1
1458,1
1457,1
1456,1
1455,0
1454,1
1453,0
1452,0
1451,0
1450,0
1449,0
1448,0
1447,1
1446,1
1445,0
1444,0
1443,1
1442,1
1441,1
1440,0
1439,0
1438,1
1437,1
1436,0
1435,0
1434,1
1433,0
1432,0
1431,0
1430,0
1429,0
1428,1
1427,0
1426,1
1425,1
1424,0
1423,0
1422,0
1421,0
1420,0
1419,0
1418,0
1417,0
1416,1
1415,0
1414,0
1413,0
1412,1
1411,1
1410,1
1409,1
1408,1
1407,1
1406,1
1405,0
1404,1
1403,0
1402,1
1401,1
1400,1
1399,0
1398,1
1397,1
1396,1
1395,0
1394,0
1393,0
1392,1
1391,1
1390,1
1389,1
1388,1
1387,1
1386,1
1385,0
1384,1
1383,1
1382,1
1381,1
1380,0
1379,1
1378,1
1377,1
1376,0
1375,1
1374,1
1373,1
1372,1
1371,0
1370,1
1369,1
1368,0
1367,1
1366,1
1365,0
1364,0
1363,1
1362,1
1361,1
1360,1
1359,1
1358,1
1357,1
1356,1
1355,0
1354,1
1353,1
1352,1
1351,1
1350,1
1349,0
1348,1
1347,1
1346,1
1344,0
1343,1
1342,1
1341,0
1340,1
1339,0
1338,1
1337,0
1336,1
1335,1
1334,0
1333,1
1332,1
1331,0
1330,0
1329,1
1328,0
1327,1
1326,1
1325,1
1324,0
1323,1
1322,0
1321,0
1320,0
1319,0
1318,1
1317,1
1316,1
1315,1
1314,1
1313,0
1312,1
1310,0
1309,0
1308,1
1307,1
1306,0
1305,0
1304,0
1303,1
1301,0
1300,1
1299,1
1298,0
1297,1
1296,1
1295,1
1294,1
1293,0
1292,1
1291,1
1290,0
1289,0
1288,1
1287,1
1286,0
1285,1
1284,1
1283,0
1282,0
1281,1
1280,0
1279,1
1278,1
1277,1
1276,1
1275,0
1274,0
1273,0
1272,1
1271,1
1270,1
1269,0
1268,1
1267,1
1266,0
1265,1
1264,1
1263,0
1262,0
1261,0
1260,0
1259,1
1258,1
1257,1
1256,0
1255,1
1254,0
1253,0
1252,1
1251,0
1250,1
1249,0
1248,1
1247,0
1246,0
1245,0
1244,1
1243,1
1242,1
1241,1
1240,0
1239,0
1238,1
1237,0
1236,1
1235,0
1234,1
1233,0
1232,0
1231,1
1230,0
1229,0
1228,0
1227,1
1226,0
1225,0
1224,1
1223,0
1222,0
1221,0
1220,1
1219,1
1218,0
1217,0
1216,0
1215,0
1214,0
1213,1
1211,0
1210,1
1209,0
1208,1
1207,0
1206,1
1205,0
1204,1
1203,1
1202,1
1201,1
1200,1
1199,1
1198,1
1197,0
1196,0
1195,1
1194,0
1193,1
1192,0
1191,0
1190,1
1189,0
1188,1
1187,1
1186,1
1185,1
1184,0
1183,1
1182,0
1181,1
1180,1
1179,1
1178,0
1177,0
1176,1
1175,1
1174,1
1173,1
1172,0
1171,1
1170,1
1169,1
1168,0
1167,0
1166,0
1165,0
1164,0
1163,0
1162,1
1161,0
1160,1
1159,0
1158,0
1157,0
1156,1
1155,1
1154,1
1153,1
1152,0
1151,0
1150,1
1149,0
1148,0
1147,0
1146,0
1145,1
1144,0
1143,1
1142,1
1141,0
1140,1
1139,0
1138,0
1137,0
1136,0
1135,0
1134,0
1133,1
1132,1
1131,0
1130,1
1129,0
1128,0
1127,1
1126,0
1125,1
1124,0
1123,1
1122,1
1121,1
1120,1
1119,1
1118,0
1117,0
1116,0
1115,1
1114,1
1113,1
1112,1
1111,0
1110,1
1109,0
1108,1
1107,1
1106,0
1105,0
1104,1
1103,1
1102,1
1101,0
1100,1
1099,1
1098,1
1097,1
1096,1
1095,0
1094,0
1093,1
1092,0
1091,0
1090,0
1089,0
1088,1
1087,1
1086,0
1085,1
1084,0
1083,0
1082,1
1081,0
1080,0
1079,1
1078,0
1077,0
1076,0
1075,0
1074,1
1073,0
1072,0
1071,0
1070,0
1069,0
1068,1
1067,1
1066,1
1065,0
1064,1
1063,1
1062,1
1061,1
1060,1
1059,0
1058,1
1057,1
1056,0
1055,1
1054,0
1053,1
1052,1
1051,1
1050,0
1049,0
1048,1
1047,1
1046,0
1045,1
1044,0
1043,0
1042,1
1041,1
1040,0
1039,1
1038,1
1037,0
1036,0
1035,0
1034,1
1033,0
1032,0
1031,0
1030,1
1029,1
1028,0
1027,0
1026,1
1025,1
1024,0
1023,0
1022,1
1021,0
1020,1
1019,0
1018,1
1017,1
1016,1
1015,0
1014,0
1013,1
1012,1
1011,0
1010,1
1009,1
1008,1
1007,0
1006,0
1005,1
1004,0
1003,0
1002,1
1001,0
1000,0
999,0
998,0
997,0
996,1
995,1
994,1
993,1
992,1
991,0
990,0
989,1
988,1
987,0
986,1
985,0
984,1
983,1
982,0
981,1
980,1
979,1
978,0
977,0
976,0
975,0
974,0
973,1
972,1
971,1
970,1
969,1
968,0
967,1
966,1
965,1
964,0
963,1
962,0
961,1
960,1
959,1
958,1
957,1
956,1
955,0
954,0
953,1
952,0
951,1
950,1
949,0
948,1
947,1
946,1
945,0
944,0
943,1
942,1
941,1
939,0
938,1
937,1
936,1
935,1
934,1
933,0
932,0
931,0
930,1
929,1
928,1
927,0
926,0
925,1
924,1
923,1
922,0
921,0
920,1
919,0
918,0
917,1
916,1
915,1
914,1
913,1
912,0
911,1
910,1
909,1
908,0
907,1
906,1
905,1
904,0
903,0
902,1
901,0
900,1
899,1
898,1
897,1
896,0
895,1
894,1
893,1
892,1
891,1
890,0
889,1
888,1
887,0
886,1
885,1
884,0
883,0
882,0
881,1
880,1
879,0
878,0
877,0
876,0
875,0
874,1
873,1
872,0
871,1
870,1
869,1
868,1
867,1
866,1
865,0
864,0
863,1
862,1
861,1
859,1
858,0
857,1
856,1
855,0
854,1
853,1
852,0
851,1
850,0
849,0
848,1
846,1
845,0
844,0
843,0
842,0
841,0
840,1
839,1
838,1
837,0
836,0
835,1
834,1
832,0
831,1
830,0
829,0
828,1
827,1
825,0
824,1
823,1
822,0
821,1
820,1
819,1
818,0
817,0
816,0
815,0
814,0
813,0
812,0
811,0
810,0
809,1
808,0
807,1
805,0
804,1
803,1
802,0
801,1
800,1
799,1
798,1
797,1
796,0
795,1
794,1
793,1
792,1
791,0
790,1
789,1
788,1
787,1
785,0
784,1
783,1
782,1
781,1
780,0
779,1
778,1
777,0
776,1
775,0
774,1
773,0
772,1
771,0
770,1
769,0
768,0
767,1
766,0
765,1
764,1
763,1
762,1
761,0
760,1
759,1
758,1
757,1
756,0
755,0
754,1
753,1
752,0
751,1
750,0
749,0
748,0
747,1
746,0
745,0
744,0
743,1
742,0
741,1
740,0
739,1
738,1
737,1
735,1
734,0
733,0
732,0
731,0
730,1
729,1
728,1
727,0
725,1
724,0
723,0
722,1
721,1
720,1
719,1
717,0
716,1
715,1
714,1
713,1
712,1
711,0
710,1
709,0
708,1
707,1
706,1
705,1
704,1
703,0
702,1
701,1
700,0
699,0
698,1
697,1
696,1
695,1
694,1
693,1
692,0
691,0
690,1
689,1
688,1
687,0
686,1
685,1
684,1
683,1
682,0
681,0
680,1
679,1
678,1
677,1
676,1
675,1
674,1
673,1
672,1
671,1
670,0
669,0
668,1
667,1
666,0
665,1
664,0
663,1
662,1
661,0
660,0
658,0
657,1
656,0
655,1
654,1
653,0
652,0
651,1
650,1
649,0
648,1
647,1
646,1
645,1
644,0
643,1
642,0
641,0
640,0
639,1
638,0
637,1
636,1
635,0
634,1
633,0
632,0
631,1
630,0
629,1
628,1
627,1
626,1
625,0
624,1
623,0
622,1
621,1
620,1
619,0
618,0
617,1
616,1
615,1
614,1
613,1
612,1
611,1
610,1
609,1
608,1
607,1
606,1
605,1
604,1
603,0
602,0
601,0
600,0
599,0
597,0
596,1
595,1
594,0
593,1
592,1
591,0
590,1
589,1
588,1
587,0
586,1
585,1
584,1
583,1
582,1
581,1
580,1
579,1
578,1
577,0
576,0
575,0
574,0
573,0
572,0
571,1
570,0
569,1
568,0
567,1
566,1
565,1
564,1
563,1
562,0
561,1
560,0
559,0
558,1
557,1
556,1
555,1
553,1
552,0
551,0
550,1
549,0
548,0
547,1
546,1
545,0
544,1
543,0
542,0
541,1
540,0
539,1
538,1
537,1
536,1
535,1
534,0
533,0
532,1
531,0
530,1
529,1
528,0
527,1
526,0
525,1
524,0
522,0
521,1
520,1
519,1
518,1
517,1
516,1
515,1
514,0
513,0
512,0
511,1
510,1
509,0
508,0
507,1
506,1
505,1
504,1
503,1
502,0
501,1
500,1
499,1
498,1
497,0
496,0
495,1
494,0
493,1
492,1
491,1
490,1
489,0
488,0
487,1
486,1
485,0
484,0
483,0
482,0
481,0
480,0
479,0
478,1
477,1
476,1
475,1
474,1
473,0
472,0
471,1
470,1
469,1
468,1
467,1
466,1
465,1
463,1
462,0
461,1
460,1
459,1
458,1
457,1
456,1
455,1
453,0
452,0
451,0
450,1
449,0
448,1
447,1
446,1
445,0
444,1
443,1
442,1
441,1
440,1
439,1
438,1
437,0
436,1
435,0
434,1
433,0
432,0
431,0
430,0
429,0
428,0
427,1
426,0
425,1
424,0
422,1
421,0
420,0
419,0
418,0
417,1
416,0
415,0
414,1
413,1
412,1
411,1
410,0
409,0
408,0
407,1
406,0
405,1
404,1
403,0
402,1
401,1
400,1
399,1
398,1
397,0
395,1
394,1
393,0
392,1
391,1
390,1
389,1
388,1
387,1
386,1
385,1
384,1
383,0
382,1
381,1
380,1
379,1
378,1
377,0
376,0
374,1
373,1
372,0
371,1
370,1
369,0
368,1
367,0
366,1
365,1
364,1
363,0
362,0
361,1
360,1
358,1
357,1
356,0
355,1
354,0
353,0
352,1
351,1
350,1
349,0
348,1
347,1
346,0
345,0
344,0
343,1
342,0
341,0
340,1
339,1
338,0
337,1
336,0
335,1
334,0
333,0
332,1
331,1
330,0
329,0
328,0
327,1
326,0
325,1
324,1
323,0
322,0
321,1
319,1
318,0
317,0
316,1
315,1
314,1
313,1
312,1
311,0
310,1
309,0
308,0
307,1
306,1
305,1
304,0
303,1
302,1
301,1
300,0
299,1
298,1
297,1
296,1
295,1
294,0
293,0
292,1
291,0
290,0
289,0
288,1
287,0
286,0
285,1
284,1
283,0
282,0
281,1
280,0
279,1
278,1
277,1
276,1
275,1
274,1
273,0
272,1
271,0
270,0
269,1
268,1
267,0
266,0
265,1
264,0
263,1
262,1
261,1
260,0
259,1
258,0
257,0
256,1
255,0
254,0
253,1
252,1
251,0
249,0
248,1
247,1
246,1
245,1
244,1
243,0
242,1
241,1
240,1
239,1
238,1
237,0
236,1
235,1
234,1
233,0
232,0
231,0
230,0
229,0
228,1
227,1
226,0
225,1
224,0
223,1
222,1
221,1
220,1
219,1
218,0
217,1
216,1
215,1
214,1
213,1
212,0
211,1
210,1
209,1
208,0
207,0
206,1
205,1
204,1
203,0
202,1
201,0
200,0
199,1
198,1
197,1
196,0
195,1
194,1
193,1
192,0
191,0
190,0
189,0
188,1
187,1
186,1
185,1
184,0
183,1
182,0
181,0
180,1
179,0
178,1
177,1
176,1
175,0
174,0
173,0
172,1
171,1
170,0
169,0
168,0
167,0
166,1
165,1
164,0
163,1
162,1
161,0
160,0
159,0
158,1
157,1
155,0
154,0
153,0
152,1
151,0
150,1
149,0
148,0
147,1
146,1
145,1
144,0
143,1
142,1
141,1
140,0
139,0
138,0
137,1
136,0
135,1
134,0
133,1
132,0
131,1
130,1
129,1
126,1
125,1
124,0
123,1
122,0
121,1
120,1
119,0
118,1
117,0
116,0
115,1
114,1
113,0
112,1
111,0
110,0
109,0
108,0
107,1
106,1
105,1
104,0
103,0
102,1
101,1
100,0
99,0
98,0
97,0
96,1
95,0
94,1
